"Row ID","Station ID","Station Name","Station Province","Station Latitude","Station Longitude","Location","Station Elevation (m)","Station Climate Identifier","Station WMO Identifier","Station TC Identifier","Year","Month","Day","Data Quality","Date","Maximum Temperature (C)","Minimum Temperature (C)","Mean Temperature (C)","Heating Degree Days (C)","Cooling Degree Days (C)","Total Rain (mm)","Total Rain Flag","Total Snow (cm)","Total Snow Flag","Total Precipitation (mm)","Snow on Ground (cm)","Speed of Maximum Wind Gust (km/h)","Direction of Maximum Wind Gust (10s Deg)"
"2779320161125","27793","EDMONTON INTERNATIONAL CS","ALBERTA","53.31","-113.61","(53.31, -113.61)","715","3012206","71155","XEG","2016","11","25","†","2016/11/25","6.4","-8.4","-1","19","0",,"M",,"M","0.9","3",,
"4685020150303","46850","THORSBY AGCM","ALBERTA","53.22","-113.89","(53.22, -113.89)","754","3016441","71504","PTH","2015","3","3","†","2015/03/03","-8.7","-20.8","-14.8","32.8","0",,"M",,"M",,,,
"2779320170220","27793","EDMONTON INTERNATIONAL CS","ALBERTA","53.31","-113.61","(53.31, -113.61)","715","3012206","71155","XEG","2017","2","20","†","2017/02/20","0.9","-4","-1.6","19.6","0",,"M",,"M","0","7",,
"4708820140808","47088","LEGAL AGCM","ALBERTA","54","-113.47","(54.0, -113.47)","680","3013790","71544","PLF","2014","8","8","†","2014/08/08","18.8","8.7","13.8","4.2","0",,"M",,"M",,,,
"4178320130125","41783","OLIVER AGDM","ALBERTA","53.65","-113.35","(53.65, -113.35)","665","3014921","71351","ZOL","2013","1","25","†","2013/01/25","1.9","-19","-8.6","26.6","0",,"M",,"M",,,"<31",
"4708820140506","47088","LEGAL AGCM","ALBERTA","54","-113.47","(54.0, -113.47)","680","3013790","71544","PLF","2014","5","6","†","2014/05/06","4.7","-3.4","0.7","17.3","0",,"M",,"M",,,,
"2749220150614","27492","EDMONTON STONY PLAIN CS","ALBERTA","53.55","-114.11","(53.55, -114.11)","766.3","301A001","71127","XPS","2015","6","14","†","2015/06/14","15.5","6.8","11.2","6.8","0",,"M",,"M","0",,"37","2"
"2749220130313","27492","EDMONTON STONY PLAIN CS","ALBERTA","53.55","-114.11","(53.55, -114.11)","766.3","301A001","71127","XPS","2013","3","13","†","2013/03/13","-3.5","-12.5","-8","26","0",,"M",,"M","0.5",,"<31",
"4708820170214","47088","LEGAL AGCM","ALBERTA","54","-113.47","(54.0, -113.47)","680","3013790","71544","PLF","2017","2","14","†","2017/02/14","10","-0.4","4.8","13.2","0",,"M",,"M","0",,,
"3090720160105","30907","EDMONTON NAMAO AWOS A","ALBERTA","53.67","-113.47","(53.67, -113.47)","687.9","3012212","71121","YED","2016","1","5","†","2016/01/05","-8.5","-20.4","-14.5","32.5","0",,"M",,"M","0",,"<31",
"187020160402","1870","EDMONTON STONY PLAIN","ALBERTA","53.55","-114.11","(53.55, -114.11)","766.3","301222F","71119","WSE","2016","4","2","†","2016/04/02","21","5","13","5","0","0.2",,"0",,"0.2","0",,
"4178320131122","41783","OLIVER AGDM","ALBERTA","53.65","-113.35","(53.65, -113.35)","665","3014921","71351","ZOL","2013","11","22","†","2013/11/22","-9.6","-16.2","-12.9","30.9","0",,"M",,"M",,,"<31",
"4178320150331","41783","OLIVER AGDM","ALBERTA","53.65","-113.35","(53.65, -113.35)","665","3014921","71351","ZOL","2015","3","31","†","2015/03/31","17.2","2.2","9.7","8.3","0",,"M",,"M",,,"65","32"
"2749220130617","27492","EDMONTON STONY PLAIN CS","ALBERTA","53.55","-114.11","(53.55, -114.11)","766.3","301A001","71127","XPS","2013","6","17","†","2013/06/17","21.9","7.7","14.8","3.2","0",,"M",,"M","0.3",,"<31",
"4178320140803","41783","OLIVER AGDM","ALBERTA","53.65","-113.35","(53.65, -113.35)","665","3014921","71351","ZOL","2014","8","3","†","2014/08/03","26.7","12.5","19.6","0","1.6",,"M",,"M",,,"<31",
"4685020110925","46850","THORSBY AGCM","ALBERTA","53.22","-113.89","(53.22, -113.89)","754","3016441","71504","PTH","2011","9","25","†","2011/09/25","30","10.6","20.3","0","2.3",,"M",,"M","0",,,
"187020111018","1870","EDMONTON STONY PLAIN","ALBERTA","53.55","-114.11","(53.55, -114.11)","766.3","301222F","71119","WSE","2011","10","18",,"2011/10/18","17.9","1.1","9.5","8.5","0","0",,"0",,"0","0",,
"2721420150818","27214","EDMONTON BLATCHFORD","ALBERTA","53.57","-113.52","(53.57, -113.52)","671","3012209","71157","XEC","2015","8","18","†","2015/08/18","22.2","10.1","16.2","1.8","0",,"M",,"M","0",,"<31",
"4178320030617","41783","OLIVER AGDM","ALBERTA","53.65","-113.35","(53.65, -113.35)","665","3014921","71351","ZOL","2003","6","17",,"2003/06/17","26.1","5.9","16","2","0",,,,,"0",,,
"187020120114","1870","EDMONTON STONY PLAIN","ALBERTA","53.55","-114.11","(53.55, -114.11)","766.3","301222F","71119","WSE","2012","1","14",,"2012/01/14","-4.1","-10.7","-7.4","25.4","0","0",,"4",,"4","1",,
"187020140324","1870","EDMONTON STONY PLAIN","ALBERTA","53.55","-114.11","(53.55, -114.11)","766.3","301222F","71119","WSE","2014","3","24",,"2014/03/24","-4.8","-14.7","-9.8","27.8","0","0",,"0",,"0","4",,
"5175820130218","51758","EDMONTON VILLENEUVE A","ALBERTA","53.67","-113.86","(53.67, -113.86)","687.6","3012229","71664","ZVL","2013","2","18","‡","2013/02/18",,,,,,,,,,,,,
"3090720150710","30907","EDMONTON NAMAO AWOS A","ALBERTA","53.67","-113.47","(53.67, -113.47)","687.9","3012212","71121","YED","2015","7","10","†","2015/07/10","28","15.4","21.7","0","3.7",,"M",,"M","0",,"33","6"
"4178320161222","41783","OLIVER AGDM","ALBERTA","53.65","-113.35","(53.65, -113.35)","665","3014921","71351","ZOL","2016","12","22","†","2016/12/22","2.3","-5.7","-1.7","19.7","0",,"M",,"M",,,"<31",
"4691120160702","46911","NEW SAREPTA AGCM","ALBERTA","53.26","-113.17","(53.26, -113.17)","765","3014795","71067","PNS","2016","7","2","†","2016/07/02","23.9","13.3","18.6","0","0.6",,"M",,"M","9.5",,,
"2749220151126","27492","EDMONTON STONY PLAIN CS","ALBERTA","53.55","-114.11","(53.55, -114.11)","766.3","301A001","71127","XPS","2015","11","26","†","2015/11/26","-4.3","-12.5","-8.4","26.4","0",,"M",,"M","0","11","<31",
"2779320130601","27793","EDMONTON INTERNATIONAL CS","ALBERTA","53.31","-113.61","(53.31, -113.61)","715","3012206","71155","XEG","2013","6","1","†","2013/06/01","19.7","8.2","14","4","0",,"M",,"M","0",,,
"4685020150715","46850","THORSBY AGCM","ALBERTA","53.22","-113.89","(53.22, -113.89)","754","3016441","71504","PTH","2015","7","15","†","2015/07/15","25","11.2","18.1","0","0.1",,"M",,"M","0",,,
"2721420150224","27214","EDMONTON BLATCHFORD","ALBERTA","53.57","-113.52","(53.57, -113.52)","671","3012209","71157","XEC","2015","2","24","†","2015/02/24","6.6","-8","-0.7","18.7","0",,"M",,"M",,,,
"4685020110902","46850","THORSBY AGCM","ALBERTA","53.22","-113.89","(53.22, -113.89)","754","3016441","71504","PTH","2011","9","2","†","2011/09/02","13.8","7.3","10.6","7.4","0",,"M",,"M","0.4",,,
"2749220150304","27492","EDMONTON STONY PLAIN CS","ALBERTA","53.55","-114.11","(53.55, -114.11)","766.3","301A001","71127","XPS","2015","3","4","†","2015/03/04","-2.5","-20.9","-11.7","29.7","0",,"M",,"M","0.2","16","<31",
"4691120130114","46911","NEW SAREPTA AGCM","ALBERTA","53.26","-113.17","(53.26, -113.17)","765","3014795","71067","PNS","2013","1","14","†","2013/01/14","3","-17.6","-7.3","25.3","0",,"M",,"M","2.9",,,
"4178320161031","41783","OLIVER AGDM","ALBERTA","53.65","-113.35","(53.65, -113.35)","665","3014921","71351","ZOL","2016","10","31","†","2016/10/31","5","-0.5","2.3","15.7","0",,"M",,"M",,,"<31",
"187020130812","1870","EDMONTON STONY PLAIN","ALBERTA","53.55","-114.11","(53.55, -114.11)","766.3","301222F","71119","WSE","2013","8","12",,"2013/08/12","26","12.5","19.3","0","1.3","2.6",,"0",,"2.6","0",,
"3090720130221","30907","EDMONTON NAMAO AWOS A","ALBERTA","53.67","-113.47","(53.67, -113.47)","687.9","3012212","71121","YED","2013","2","21","†","2013/02/21","-3.8","-13.5","-8.7","26.7","0",,"M",,"M","0",,"<31",
"2749220111126","27492","EDMONTON STONY PLAIN CS","ALBERTA","53.55","-114.11","(53.55, -114.11)","766.3","301A001","71127","XPS","2011","11","26","†","2011/11/26","4.2","-8.5","-2.2","20.2","0",,"M",,"M","0","10","<31",
"3090720111028","30907","EDMONTON NAMAO AWOS A","ALBERTA","53.67","-113.47","(53.67, -113.47)","687.9","3012212","71121","YED","2011","10","28","†","2011/10/28","6.4","-6.5","-0.1","18.1","0",,"M",,"M","0",,"37","16"
"4178320151124","41783","OLIVER AGDM","ALBERTA","53.65","-113.35","(53.65, -113.35)","665","3014921","71351","ZOL","2015","11","24","†","2015/11/24","-4.4","-15.5","-10","28","0",,"M",,"M",,,"37","34"
"4708820120608","47088","LEGAL AGCM","ALBERTA","54","-113.47","(54.0, -113.47)","680","3013790","71544","PLF","2012","6","8","†","2012/06/08","20.5","6.8","13.7","4.3","0",,"M",,"M","3.5",,,
"3090720150320","30907","EDMONTON NAMAO AWOS A","ALBERTA","53.67","-113.47","(53.67, -113.47)","687.9","3012212","71121","YED","2015","3","20","†","2015/03/20","-2.1","-4.9","-3.5","21.5","0",,"M",,"M","2",,"32","8"
"4685020130428","46850","THORSBY AGCM","ALBERTA","53.22","-113.89","(53.22, -113.89)","754","3016441","71504","PTH","2013","4","28","†","2013/04/28","10.4","-1.1","4.7","13.3","0",,"M",,"M","3.8",,,
"4691120160125","46911","NEW SAREPTA AGCM","ALBERTA","53.26","-113.17","(53.26, -113.17)","765","3014795","71067","PNS","2016","1","25","†","2016/01/25","-1.9","-14.7","-8.3","26.3","0",,"M",,"M","0",,,
"3090720140618","30907","EDMONTON NAMAO AWOS A","ALBERTA","53.67","-113.47","(53.67, -113.47)","687.9","3012212","71121","YED","2014","6","18","†","2014/06/18","21.7","5.1","13.4","4.6","0",,"M",,"M","1.5",,"33","11"
"4178320151201","41783","OLIVER AGDM","ALBERTA","53.65","-113.35","(53.65, -113.35)","665","3014921","71351","ZOL","2015","12","1","†","2015/12/01","2.1","-20.3","-9.1","27.1","0",,"M",,"M",,,"<31",
"3090720150719","30907","EDMONTON NAMAO AWOS A","ALBERTA","53.67","-113.47","(53.67, -113.47)","687.9","3012212","71121","YED","2015","7","19","†","2015/07/19","24.3","13","18.7","0","0.7",,"M",,"M","0",,"44","32"
"2721420151224","27214","EDMONTON BLATCHFORD","ALBERTA","53.57","-113.52","(53.57, -113.52)","671","3012209","71157","XEC","2015","12","24","†","2015/12/24","-11.1","-16.4","-13.8","31.8","0",,"M",,"M","0.2","10","<31",
"3090720150123","30907","EDMONTON NAMAO AWOS A","ALBERTA","53.67","-113.47","(53.67, -113.47)","687.9","3012212","71121","YED","2015","1","23","†","2015/01/23","6","-0.3","2.9","15.1","0",,"M",,"M","0.5",,"<31",
"3090720160529","30907","EDMONTON NAMAO AWOS A","ALBERTA","53.67","-113.47","(53.67, -113.47)","687.9","3012212","71121","YED","2016","5","29","†","2016/05/29","18.6","3.3","11","7","0",,"M",,"M","2",,"50","36"
"5175820140911","51758","EDMONTON VILLENEUVE A","ALBERTA","53.67","-113.86","(53.67, -113.86)","687.6","3012229","71664","ZVL","2014","9","11","‡","2014/09/11","13.7","-2.8","5.5","12.5","0",,"M",,"M","0",,"<31",
"4178320130914","41783","OLIVER AGDM","ALBERTA","53.65","-113.35","(53.65, -113.35)","665","3014921","71351","ZOL","2013","9","14","†","2013/09/14","23.4","5.4","14.4","3.6","0",,"M",,"M",,,"<31",
"4691120131010","46911","NEW SAREPTA AGCM","ALBERTA","53.26","-113.17","(53.26, -113.17)","765","3014795","71067","PNS","2013","10","10","†","2013/10/10","11","-0.7","5.2","12.8","0",,"M",,"M","0",,,
"4685020151011","46850","THORSBY AGCM","ALBERTA","53.22","-113.89","(53.22, -113.89)","754","3016441","71504","PTH","2015","10","11","†","2015/10/11",,"10.8",,,,,"M",,"M",,,,
"187020121113","1870","EDMONTON STONY PLAIN","ALBERTA","53.55","-114.11","(53.55, -114.11)","766.3","301222F","71119","WSE","2012","11","13",,"2012/11/13","3.7","-4.1","-0.2","18.2","0","0",,"0","T","0","23",,
"5175820140611","51758","EDMONTON VILLENEUVE A","ALBERTA","53.67","-113.86","(53.67, -113.86)","687.6","3012229","71664","ZVL","2014","6","11","‡","2014/06/11","18.7","1.6","10.2","7.8","0",,"M",,"M","0",,"<31",
"187020170111","1870","EDMONTON STONY PLAIN","ALBERTA","53.55","-114.11","(53.55, -114.11)","766.3","301222F","71119","WSE","2017","1","11","†","2017/01/11","-5.5","-23.5","-14.5","32.5","0","0",,"0","T","0","18",,
"187020150220","1870","EDMONTON STONY PLAIN","ALBERTA","53.55","-114.11","(53.55, -114.11)","766.3","301222F","71119","WSE","2015","2","20","†","2015/02/20","-2","-6.5","-4.3","22.3","0","0",,"2",,"0.8","12",,
"2749220131113","27492","EDMONTON STONY PLAIN CS","ALBERTA","53.55","-114.11","(53.55, -114.11)","766.3","301A001","71127","XPS","2013","11","13","†","2013/11/13","6.2","1.3","3.8","14.2","0",,"M",,"M","1.4",,"44","28"
"2779320160805","27793","EDMONTON INTERNATIONAL CS","ALBERTA","53.31","-113.61","(53.31, -113.61)","715","3012206","71155","XEG","2016","8","5","†","2016/08/05","23.9","8.4","16.2","1.8","0",,"M",,"M","0.3",,,
"2749220150324","27492","EDMONTON STONY PLAIN CS","ALBERTA","53.55","-114.11","(53.55, -114.11)","766.3","301A001","71127","XPS","2015","3","24","†","2015/03/24","2.2","-5.1","-1.5","19.5","0",,"M",,"M","0","13","<31",
"4685020160420","46850","THORSBY AGCM","ALBERTA","53.22","-113.89","(53.22, -113.89)","754","3016441","71504","PTH","2016","4","20","†","2016/04/20","15.8","2.2","9","9","0",,"M",,"M","0",,,
"2721420140510","27214","EDMONTON BLATCHFORD","ALBERTA","53.57","-113.52","(53.57, -113.52)","671","3012209","71157","XEC","2014","5","10","†","2014/05/10","9.5","-1.6","4","14","0",,"M",,"M",,,,
"2749220120907","27492","EDMONTON STONY PLAIN CS","ALBERTA","53.55","-114.11","(53.55, -114.11)","766.3","301A001","71127","XPS","2012","9","7","†","2012/09/07","21.2","8.4","14.8","3.2","0",,"M",,"M","0",,"44","29"
"2721420110917","27214","EDMONTON BLATCHFORD","ALBERTA","53.57","-113.52","(53.57, -113.52)","671","3012209","71157","XEC","2011","9","17","†","2011/09/17","16.1","4.7","10.4","7.6","0",,"M",,"M","0",,,
"4178320130617","41783","OLIVER AGDM","ALBERTA","53.65","-113.35","(53.65, -113.35)","665","3014921","71351","ZOL","2013","6","17","†","2013/06/17",,"6.5",,,,,"M",,"M",,,,
"4178320140423","41783","OLIVER AGDM","ALBERTA","53.65","-113.35","(53.65, -113.35)","665","3014921","71351","ZOL","2014","4","23","†","2014/04/23","11.2","0.6","5.9","12.1","0",,"M",,"M",,,"<31",
"4708820131208","47088","LEGAL AGCM","ALBERTA","54","-113.47","(54.0, -113.47)","680","3013790","71544","PLF","2013","12","8","†","2013/12/08","-17.4","-26.6","-22","40","0",,"M",,"M",,,,
"4178320160620","41783","OLIVER AGDM","ALBERTA","53.65","-113.35","(53.65, -113.35)","665","3014921","71351","ZOL","2016","6","20","†","2016/06/20","23.6","6.4","15","3","0",,"M",,"M",,,"<31",
"2721420160810","27214","EDMONTON BLATCHFORD","ALBERTA","53.57","-113.52","(53.57, -113.52)","671","3012209","71157","XEC","2016","8","10","†","2016/08/10","24.5","11.8","18.2","0","0.2",,"M",,"M","0.2",,"<31",
"3090720170202","30907","EDMONTON NAMAO AWOS A","ALBERTA","53.67","-113.47","(53.67, -113.47)","687.9","3012212","71121","YED","2017","2","2","†","2017/02/02","-9.2","-18.4","-13.8","31.8","0",,"M",,"M","0",,"<31",
"3090720120131","30907","EDMONTON NAMAO AWOS A","ALBERTA","53.67","-113.47","(53.67, -113.47)","687.9","3012212","71121","YED","2012","1","31","†","2012/01/31","4.5","-6.6","-1.1","19.1","0",,"M",,"M","0",,"<31",
"4685020140824","46850","THORSBY AGCM","ALBERTA","53.22","-113.89","(53.22, -113.89)","754","3016441","71504","PTH","2014","8","24","†","2014/08/24","20.4","3","11.7","6.3","0",,"M",,"M",,,,
"187020141007","1870","EDMONTON STONY PLAIN","ALBERTA","53.55","-114.11","(53.55, -114.11)","766.3","301222F","71119","WSE","2014","10","7",,"2014/10/07","14.7","5.2","10","8","0","0.4",,"0",,"0.4","0",,
"4708820140819","47088","LEGAL AGCM","ALBERTA","54","-113.47","(54.0, -113.47)","680","3013790","71544","PLF","2014","8","19","†","2014/08/19","22.7","13.3","18","0","0",,"M",,"M","8.9",,,
"2749220160106","27492","EDMONTON STONY PLAIN CS","ALBERTA","53.55","-114.11","(53.55, -114.11)","766.3","301A001","71127","XPS","2016","1","6","†","2016/01/06","-9.6","-17.4","-13.5","31.5","0",,"M",,"M","0.7","18","<31",
"5175820140602","51758","EDMONTON VILLENEUVE A","ALBERTA","53.67","-113.86","(53.67, -113.86)","687.6","3012229","71664","ZVL","2014","6","2","‡","2014/06/02","23","5.6","14.3","3.7","0",,"M",,"M","0",,"<31",
"2779320140918","27793","EDMONTON INTERNATIONAL CS","ALBERTA","53.31","-113.61","(53.31, -113.61)","715","3012206","71155","XEG","2014","9","18","†","2014/09/18","18.9","7.2","13.1","4.9","0",,"M",,"M","0",,,
"2779320160508","27793","EDMONTON INTERNATIONAL CS","ALBERTA","53.31","-113.61","(53.31, -113.61)","715","3012206","71155","XEG","2016","5","8","†","2016/05/08","17.9","6.5","12.2","5.8","0",,"M",,"M","0",,,
"2721420170205","27214","EDMONTON BLATCHFORD","ALBERTA","53.57","-113.52","(53.57, -113.52)","671","3012209","71157","XEC","2017","2","5","†","2017/02/05","-16","-23.7","-19.9","37.9","0",,"M",,"M","0.7","21","<31",
"187020140520","1870","EDMONTON STONY PLAIN","ALBERTA","53.55","-114.11","(53.55, -114.11)","766.3","301222F","71119","WSE","2014","5","20",,"2014/05/20","22.2","4.6","13.4","4.6","0","0",,"0",,"0","0",,
"2721420160703","27214","EDMONTON BLATCHFORD","ALBERTA","53.57","-113.52","(53.57, -113.52)","671","3012209","71157","XEC","2016","7","3","†","2016/07/03","24.1","14.3","19.2","0","1.2",,"M",,"M","0.2",,"50","30"
"4691120160430","46911","NEW SAREPTA AGCM","ALBERTA","53.26","-113.17","(53.26, -113.17)","765","3014795","71067","PNS","2016","4","30","†","2016/04/30","17","0.9","9","9","0",,"M",,"M","0",,,
"3090720121106","30907","EDMONTON NAMAO AWOS A","ALBERTA","53.67","-113.47","(53.67, -113.47)","687.9","3012212","71121","YED","2012","11","6","†","2012/11/06","5","-2.8","1.1","16.9","0",,"M",,"M","0",,"35","30"
"4685020140811","46850","THORSBY AGCM","ALBERTA","53.22","-113.89","(53.22, -113.89)","754","3016441","71504","PTH","2014","8","11","†","2014/08/11","27.9","9.5","18.7","0","0.7",,"M",,"M","0",,,
"187020111102","1870","EDMONTON STONY PLAIN","ALBERTA","53.55","-114.11","(53.55, -114.11)","766.3","301222F","71119","WSE","2011","11","2",,"2011/11/02","10.1","-1.8","4.2","13.8","0","0",,"0",,"0","0",,
"187020140901","1870","EDMONTON STONY PLAIN","ALBERTA","53.55","-114.11","(53.55, -114.11)","766.3","301222F","71119","WSE","2014","9","1",,"2014/09/01","17.3","6.1","11.7","6.3","0","2.2",,"0",,"2.2","0",,
"3090720140329","30907","EDMONTON NAMAO AWOS A","ALBERTA","53.67","-113.47","(53.67, -113.47)","687.9","3012212","71121","YED","2014","3","29","†","2014/03/29","-1.3","-7.3","-4.3","22.3","0",,"M",,"M","0",,"<31",
"3090720120902","30907","EDMONTON NAMAO AWOS A","ALBERTA","53.67","-113.47","(53.67, -113.47)","687.9","3012212","71121","YED","2012","9","2","†","2012/09/02","17.5","9.5","13.5","4.5","0",,"M",,"M","7",,"61","28"
"2721420160721","27214","EDMONTON BLATCHFORD","ALBERTA","53.57","-113.52","(53.57, -113.52)","671","3012209","71157","XEC","2016","7","21","†","2016/07/21","24.8","16.6","20.7","0","2.7",,"M",,"M","0",,"37","27"
"4708820130508","47088","LEGAL AGCM","ALBERTA","54","-113.47","(54.0, -113.47)","680","3013790","71544","PLF","2013","5","8","†","2013/05/08","19.1","1.7","10.4","7.6","0",,"M",,"M","0",,,
"4685020120826","46850","THORSBY AGCM","ALBERTA","53.22","-113.89","(53.22, -113.89)","754","3016441","71504","PTH","2012","8","26","†","2012/08/26","23","5","14","4","0",,"M",,"M","0",,,
"4708820121008","47088","LEGAL AGCM","ALBERTA","54","-113.47","(54.0, -113.47)","680","3013790","71544","PLF","2012","10","8","†","2012/10/08","8.6","-3.3","2.7","15.3","0",,"M",,"M",,,,
"4178320150827","41783","OLIVER AGDM","ALBERTA","53.65","-113.35","(53.65, -113.35)","665","3014921","71351","ZOL","2015","8","27","†","2015/08/27","27.1","6.8","17","1","0",,"M",,"M",,,"<31",
"4691120150331","46911","NEW SAREPTA AGCM","ALBERTA","53.26","-113.17","(53.26, -113.17)","765","3014795","71067","PNS","2015","3","31","†","2015/03/31","17.9","0.7","9.3","8.7","0",,"M",,"M","6.9",,,
"2749220140806","27492","EDMONTON STONY PLAIN CS","ALBERTA","53.55","-114.11","(53.55, -114.11)","766.3","301A001","71127","XPS","2014","8","6","†","2014/08/06","26.4","13.6","20","0","2",,"M",,"M","6.4",,"63","25"
"4708820120729","47088","LEGAL AGCM","ALBERTA","54","-113.47","(54.0, -113.47)","680","3013790","71544","PLF","2012","7","29","†","2012/07/29","26.8","12.3","19.6","0","1.6",,"M",,"M","0",,,
"2749220151222","27492","EDMONTON STONY PLAIN CS","ALBERTA","53.55","-114.11","(53.55, -114.11)","766.3","301A001","71127","XPS","2015","12","22","†","2015/12/22","-7.3","-16.2","-11.8","29.8","0",,"M",,"M","0","18","<31",
"4708820131215","47088","LEGAL AGCM","ALBERTA","54","-113.47","(54.0, -113.47)","680","3013790","71544","PLF","2013","12","15","†","2013/12/15","6.2","-7","-0.4","18.4","0",,"M",,"M","0.9",,,
"2721420170228","27214","EDMONTON BLATCHFORD","ALBERTA","53.57","-113.52","(53.57, -113.52)","671","3012209","71157","XEC","2017","2","28","†","2017/02/28","-4.3","-15.9","-10.1","28.1","0",,"M",,"M","0","15","<31",
"5175820160513","51758","EDMONTON VILLENEUVE A","ALBERTA","53.67","-113.86","(53.67, -113.86)","687.6","3012229","71664","ZVL","2016","5","13","‡","2016/05/13","15.6","-4.2","5.7","12.3","0",,"M",,"M","0",,"<31",
"3090720140615","30907","EDMONTON NAMAO AWOS A","ALBERTA","53.67","-113.47","(53.67, -113.47)","687.9","3012212","71121","YED","2014","6","15","†","2014/06/15","21.1","7.3","14.2","3.8","0",,"M",,"M","0.5",,"32","10"
"187020141016","1870","EDMONTON STONY PLAIN","ALBERTA","53.55","-114.11","(53.55, -114.11)","766.3","301222F","71119","WSE","2014","10","16",,"2014/10/16","10.8","1.8","6.3","11.7","0","0",,"0",,"0","0",,
"2721420150316","27214","EDMONTON BLATCHFORD","ALBERTA","53.57","-113.52","(53.57, -113.52)","671","3012209","71157","XEC","2015","3","16","†","2015/03/16","6.1","-5.6","0.3","17.7","0",,"M",,"M",,,,
"3090720130211","30907","EDMONTON NAMAO AWOS A","ALBERTA","53.67","-113.47","(53.67, -113.47)","687.9","3012212","71121","YED","2013","2","11","†","2013/02/11","4.4","-6.1","-0.9","18.9","0",,"M",,"M","0.5",,"39","27"
"2749220121002","27492","EDMONTON STONY PLAIN CS","ALBERTA","53.55","-114.11","(53.55, -114.11)","766.3","301A001","71127","XPS","2012","10","2","†","2012/10/02","9","2.7","5.9","12.1","0",,"M",,"M","6.3",,"43","35"
"2779320140718","27793","EDMONTON INTERNATIONAL CS","ALBERTA","53.31","-113.61","(53.31, -113.61)","715","3012206","71155","XEG","2014","7","18","†","2014/07/18","21.1","6.9","14","4","0",,"M",,"M","0.7",,,
"4708820130810","47088","LEGAL AGCM","ALBERTA","54","-113.47","(54.0, -113.47)","680","3013790","71544","PLF","2013","8","10","†","2013/08/10","24","10.3","17.2","0.8","0",,"M",,"M","0",,,
"187020141102","1870","EDMONTON STONY PLAIN","ALBERTA","53.55","-114.11","(53.55, -114.11)","766.3","301222F","71119","WSE","2014","11","2",,"2014/11/02","7.4","-1.1","3.2","14.8","0","0","T","0",,"0","0",,
"2779320120105","27793","EDMONTON INTERNATIONAL CS","ALBERTA","53.31","-113.61","(53.31, -113.61)","715","3012206","71155","XEG","2012","1","5","†","2012/01/05","4.5","-6.2","-0.9","18.9","0",,"M",,"M","0","1",,
"5175820160323","51758","EDMONTON VILLENEUVE A","ALBERTA","53.67","-113.86","(53.67, -113.86)","687.6","3012229","71664","ZVL","2016","3","23","‡","2016/03/23","5.7","-8.5","-1.4","19.4","0",,"M",,"M","0",,"<31",
"2749220151209","27492","EDMONTON STONY PLAIN CS","ALBERTA","53.55","-114.11","(53.55, -114.11)","766.3","301A001","71127","XPS","2015","12","9","†","2015/12/09","1.9","-4.5","-1.3","19.3","0",,"M",,"M","0.4","8","<31",
"5175820140504","51758","EDMONTON VILLENEUVE A","ALBERTA","53.67","-113.86","(53.67, -113.86)","687.6","3012229","71664","ZVL","2014","5","4","‡","2014/05/04",,,,,,,,,,,,,
"4178320120412","41783","OLIVER AGDM","ALBERTA","53.65","-113.35","(53.65, -113.35)","665","3014921","71351","ZOL","2012","4","12","†","2012/04/12","11.3","0.6","6","12","0",,"M",,"M","1",,"<31",
"2749220160917","27492","EDMONTON STONY PLAIN CS","ALBERTA","53.55","-114.11","(53.55, -114.11)","766.3","301A001","71127","XPS","2016","9","17","†","2016/09/17","18.2","9.2","13.7","4.3","0",,"M",,"M","13.4",,"<31",
"2721420150105","27214","EDMONTON BLATCHFORD","ALBERTA","53.57","-113.52","(53.57, -113.52)","671","3012209","71157","XEC","2015","1","5","†","2015/01/05","-17.5","-26.3","-21.9","39.9","0",,"M",,"M",,,,
"2779320130322","27793","EDMONTON INTERNATIONAL CS","ALBERTA","53.31","-113.61","(53.31, -113.61)","715","3012206","71155","XEG","2013","3","22","†","2013/03/22","-8","-25.6","-16.8","34.8","0",,"M",,"M","0","38",,
"4178320130312","41783","OLIVER AGDM","ALBERTA","53.65","-113.35","(53.65, -113.35)","665","3014921","71351","ZOL","2013","3","12","†","2013/03/12","-0.1","-9.9","-5","23","0",,"M",,"M",,,"35","19"
"4708820140412","47088","LEGAL AGCM","ALBERTA","54","-113.47","(54.0, -113.47)","680","3013790","71544","PLF","2014","4","12","†","2014/04/12","2.5","-7.1","-2.3","20.3","0",,"M",,"M","0",,,
"4685020161105","46850","THORSBY AGCM","ALBERTA","53.22","-113.89","(53.22, -113.89)","754","3016441","71504","PTH","2016","11","5","†","2016/11/05","15.2","5.4","10.3","7.7","0",,"M",,"M","0",,,
"4691120150110","46911","NEW SAREPTA AGCM","ALBERTA","53.26","-113.17","(53.26, -113.17)","765","3014795","71067","PNS","2015","1","10","†","2015/01/10","-15.5","-19.1","-17.3","35.3","0",,"M",,"M","2",,,
"4708820131022","47088","LEGAL AGCM","ALBERTA","54","-113.47","(54.0, -113.47)","680","3013790","71544","PLF","2013","10","22","†","2013/10/22","10.5","1.8","6.2","11.8","0",,"M",,"M","0",,,
"2721420130813","27214","EDMONTON BLATCHFORD","ALBERTA","53.57","-113.52","(53.57, -113.52)","671","3012209","71157","XEC","2013","8","13","†","2013/08/13","25.4","14.6","20","0","2",,"M",,"M","0",,,
